file,bug,bf,loc,hcm,defect
org::eclipse::jdt::internal::core::ElementCache,0,4,36,8.14238,0
org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper,0,2,195,10.302,0
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper,0,0,17,4.07501,0
org::eclipse::jdt::internal::core::eval::RequestorWrapper,0,4,36,8.6406,0
org::eclipse::jdt::internal::core::ExternalFolderChange,0,2,27,1.67023,0
org::eclipse::jdt::internal::core::ExternalFoldersManager,3,4,192,2.31501,1
org::eclipse::jdt::internal::core::ExternalJavaProject,0,4,29,4.4156,0
org::eclipse::jdt::internal::core::ExternalPackageFragmentRoot,0,5,56,2.27131,0
org::eclipse::jdt::internal::core::hierarchy::ChangeCollector,0,2,254,8.42439,0
org::eclipse::jdt::internal::core::hierarchy::HierarchyBinaryType,0,6,154,12.7841,0
org::eclipse::jdt::internal::core::hierarchy::HierarchyBuilder,0,12,242,14.4323,0
org::eclipse::jdt::internal::core::hierarchy::HierarchyResolver,0,36,629,27.7744,0
org::eclipse::jdt::internal::core::hierarchy::HierarchyType,0,0,17,6.26221,0
org::eclipse::jdt::internal::core::hierarchy::IndexBasedHierarchyBuilder,0,33,423,23.3337,0
org::eclipse::jdt::internal::core::hierarchy::RegionBasedHierarchyBuilder,0,7,156,8.94796,0
org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy,0,9,103,9.05113,0
org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy,1,27,1119,18.5538,1
org::eclipse::jdt::internal::core::ImportContainer,0,8,63,9.21502,0
org::eclipse::jdt::internal::core::ImportDeclaration,0,7,57,9.78944,0
org::eclipse::jdt::internal::core::ImportDeclarationElementInfo,0,3,0,5.33714,0
org::eclipse::jdt::internal::core::index::DiskIndex,0,40,1117,30.0415,0
org::eclipse::jdt::internal::core::index::EntryResult,0,2,56,9.22461,0
org::eclipse::jdt::internal::core::index::Index,1,18,134,16.1076,1
org::eclipse::jdt::internal::core::index::MemoryIndex,0,2,99,9.51627,0
org::eclipse::jdt::internal::core::Initializer,0,7,67,8.73596,0
org::eclipse::jdt::internal::core::InitializerElementInfo,0,0,0,4.07501,0
org::eclipse::jdt::internal::core::InternalNamingConventions,2,9,377,11.7427,1
org::eclipse::jdt::internal::core::JarEntryDirectory,0,1,32,1.28741,0
org::eclipse::jdt::internal::core::JarEntryFile,0,1,38,7.01353,0
org::eclipse::jdt::internal::core::JarEntryResource,0,2,57,1.08792,0
org::eclipse::jdt::internal::core::JarPackageFragment,0,6,127,11.6504,0
org::eclipse::jdt::internal::core::JarPackageFragmentInfo,0,1,3,4.07501,0
org::eclipse::jdt::internal::core::JarPackageFragmentRoot,0,19,185,16.2509,0
org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo,0,2,4,6.5762,0
org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer,0,22,73,19.5164,0
org::eclipse::jdt::internal::core::JavaCorePreferenceModifyListener,0,1,29,0,0
org::eclipse::jdt::internal::core::JavaElement,1,36,505,25.1307,1
org::eclipse::jdt::internal::core::JavaElementDelta,0,14,485,10.3083,0
org::eclipse::jdt::internal::core::JavaElementDeltaBuilder,0,8,354,11.7544,0
org::eclipse::jdt::internal::core::JavaElementInfo,0,3,47,6.65212,0
org::eclipse::jdt::internal::core::JavaElementRequestor,0,0,105,5.1154,0
org::eclipse::jdt::internal::core::JavaModel,1,28,235,16.4611,1
org::eclipse::jdt::internal::core::JavaModelCache,1,7,166,12.7614,1
org::eclipse::jdt::internal::core::JavaModelInfo,0,2,27,4.07501,0
org::eclipse::jdt::internal::core::JavaModelManager,9,141,2475,46.3868,1
org::eclipse::jdt::internal::core::JavaModelOperation,0,29,528,19.3262,0
org::eclipse::jdt::internal::core::JavaModelStatus,0,15,286,8.29601,0
org::eclipse::jdt::internal::core::JavaProject,4,128,1607,40.4352,1
org::eclipse::jdt::internal::core::JavaProjectElementInfo,1,25,251,22.3638,1
org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder,0,2,82,5.1154,0
org::eclipse::jdt::internal::core::jdom::CompilationUnit,0,0,30,4.07501,0
org::eclipse::jdt::internal::core::jdom::DOMBuilder,0,10,368,8.29017,0
org::eclipse::jdt::internal::core::jdom::DOMCompilationUnit,0,5,89,8.33084,0
org::eclipse::jdt::internal::core::jdom::DOMField,0,4,328,8.58816,0
org::eclipse::jdt::internal::core::jdom::DOMImport,0,4,62,6.92698,0
org::eclipse::jdt::internal::core::jdom::DOMInitializer,0,4,89,7.54777,0
org::eclipse::jdt::internal::core::jdom::DOMMember,0,2,146,6.49901,0
org::eclipse::jdt::internal::core::jdom::DOMMethod,0,6,404,8.87298,0
org::eclipse::jdt::internal::core::jdom::DOMNode,0,4,482,7.96737,0
org::eclipse::jdt::internal::core::jdom::DOMPackage,0,3,50,6.92698,0
org::eclipse::jdt::internal::core::jdom::DOMType,0,11,419,12.0518,0
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration,0,1,13,5.1154,0
org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder,0,9,104,13.1641,0
org::eclipse::jdt::internal::core::LocalVariable,1,13,222,13.7497,1
org::eclipse::jdt::internal::core::LRUCacheEnumerator,0,0,11,5.07933,0
org::eclipse::jdt::internal::core::Member,0,19,312,11.6167,0
org::eclipse::jdt::internal::core::MemberElementInfo,0,2,18,5.19438,0
org::eclipse::jdt::internal::core::MemberValuePair,0,1,26,0,0
org::eclipse::jdt::internal::core::ModelUpdater,0,7,157,10.9499,0
org::eclipse::jdt::internal::core::MoveElementsOperation,0,2,9,6.92698,0
org::eclipse::jdt::internal::core::MovePackageFragmentRootOperation,0,3,231,8.31142,0
org::eclipse::jdt::internal::core::MoveResourceElementsOperation,0,2,9,6.92698,0
org::eclipse::jdt::internal::core::MultiOperation,0,3,165,6.9656,0
org::eclipse::jdt::internal::core::NamedMember,0,8,178,14.7371,0
org::eclipse::jdt::internal::core::NameLookup,0,35,691,24.7695,0
org::eclipse::jdt::internal::core::NonJavaResource,0,1,77,0,0
org::eclipse::jdt::internal::core::NullBuffer,0,1,3,1.06049,0
org::eclipse::jdt::internal::core::Openable,0,22,327,16.967,0
org::eclipse::jdt::internal::core::OpenableElementInfo,0,1,6,4.07501,0
org::eclipse::jdt::internal::core::OverflowingLRUCache,0,5,233,10.9911,0
org::eclipse::jdt::internal::core::PackageDeclaration,0,4,30,8.73596,0
org::eclipse::jdt::internal::core::PackageFragment,0,23,356,19.6881,0
org::eclipse::jdt::internal::core::PackageFragmentInfo,0,2,25,6.65212,0
org::eclipse::jdt::internal::core::PackageFragmentRoot,1,39,554,23.8259,1
org::eclipse::jdt::internal::core::PackageFragmentRootInfo,0,11,110,10.0996,0
org::eclipse::jdt::internal::core::ProjectReferenceChange,1,3,77,5.07652,1
org::eclipse::jdt::internal::core::ReconcileWorkingCopyOperation,0,31,190,25.6173,0
org::eclipse::jdt::internal::core::Region,0,2,89,7.25379,0
org::eclipse::jdt::internal::core::RenameElementsOperation,0,3,28,7.42989,0
org::eclipse::jdt::internal::core::RenameResourceElementsOperation,0,2,28,6.92698,0
org::eclipse::jdt::internal::core::ResolvedBinaryField,0,1,23,6.94335,0
org::eclipse::jdt::internal::core::ResolvedBinaryMethod,0,1,23,6.94335,0
org::eclipse::jdt::internal::core::ResolvedBinaryType,0,2,26,9.47399,0
org::eclipse::jdt::internal::core::ResolvedSourceField,0,2,23,9.52046,0
org::eclipse::jdt::internal::core::ResolvedSourceMethod,0,2,23,9.52046,0
org::eclipse::jdt::internal::core::ResolvedSourceType,0,4,26,9.59103,0
org::eclipse::jdt::internal::core::search::AbstractJavaSearchScope,0,1,0,0,0
org::eclipse::jdt::internal::core::search::AbstractSearchScope,0,1,12,6.86677,0
org::eclipse::jdt::internal::core::search::BasicSearchEngine,1,41,712,35.6225,1
org::eclipse::jdt::internal::core::search::HierarchyScope,0,6,240,11.8899,0
org::eclipse::jdt::internal::core::search::indexing::AbstractIndexer,0,8,137,13.5885,0
org::eclipse::jdt::internal::core::search::indexing::AddFolderToIndex,0,5,79,3.9771,0
org::eclipse::jdt::internal::core::search::indexing::AddJarFileToIndex,1,5,195,13.2788,1
org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer,0,17,707,20.2507,0
org::eclipse::jdt::internal::core::search::indexing::IndexAllProject,0,10,207,12.1787,0
org::eclipse::jdt::internal::core::search::indexing::IndexBinaryFolder,0,3,122,10.9131,0
org::eclipse::jdt::internal::core::search::indexing::IndexingParser,0,1,31,1.29561,0
org::eclipse::jdt::internal::core::search::indexing::IndexManager,3,33,644,26.4736,1
org::eclipse::jdt::internal::core::search::indexing::IndexRequest,0,0,24,6.91346,0
org::eclipse::jdt::internal::core::search::indexing::InternalSearchDocument,1,4,16,11.8809,1
org::eclipse::jdt::internal::core::search::indexing::ReadWriteMonitor,0,0,52,4.07501,0
org::eclipse::jdt::internal::core::search::indexing::RemoveFolderFromIndex,0,6,49,7.96225,0
org::eclipse::jdt::internal::core::search::indexing::RemoveFromIndex,0,1,25,4.07501,0
org::eclipse::jdt::internal::core::search::indexing::SaveIndex,0,0,30,4.07501,0
org::eclipse::jdt::internal::core::search::indexing::SourceIndexer,1,10,35,13.2934,1
org::eclipse::jdt::internal::core::search::indexing::SourceIndexerRequestor,0,20,235,20.5292,0
org::eclipse::jdt::internal::core::search::IndexQueryRequestor,0,1,0,5.33714,0
org::eclipse::jdt::internal::core::search::IndexSelector,1,12,145,15.8578,1
org::eclipse::jdt::internal::core::search::JavaSearchDocument,0,3,51,8.50582,0
org::eclipse::jdt::internal::core::search::JavaSearchParticipant,0,3,46,9.08309,0
org::eclipse::jdt::internal::core::search::JavaSearchScope,1,34,289,34.0926,1
org::eclipse::jdt::internal::core::search::JavaSearchTypeNameMatch,0,1,35,0,0
org::eclipse::jdt::internal::core::search::JavaWorkspaceScope,0,8,155,13.1836,0
org::eclipse::jdt::internal::core::search::matching::AndLocator,0,2,74,2.57538,0
org::eclipse::jdt::internal::core::search::matching::AndPattern,1,4,50,13.8528,1
org::eclipse::jdt::internal::core::search::matching::ClassFileMatchLocator,1,15,462,23.0053,1
org::eclipse::jdt::internal::core::search::matching::ClasspathSourceDirectory,0,7,72,10.7589,0
org::eclipse::jdt::internal::core::search::matching::ConstructorLocator,1,12,222,15.1101,1
org::eclipse::jdt::internal::core::search::matching::ConstructorPattern,1,15,154,21.3849,1
org::eclipse::jdt::internal::core::search::matching::DeclarationOfAccessedFieldsPattern,1,3,7,7.82832,1
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern,1,4,7,8.4491,1
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern,1,5,7,5.04743,1
org::eclipse::jdt::internal::core::search::matching::FieldLocator,1,24,274,22.2053,1
org::eclipse::jdt::internal::core::search::matching::FieldPattern,1,11,63,8.96672,1
org::eclipse::jdt::internal::core::search::matching::ImportMatchLocatorParser,0,2,28,2.80457,0
org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch,1,1,6,0,1
org::eclipse::jdt::internal::core::search::matching::InternalSearchPattern,1,4,64,9.52687,1
org::eclipse::jdt::internal::core::search::matching::IntersectingPattern,1,2,49,2.50899,1
org::eclipse::jdt::internal::core::search::matching::JavaSearchNameEnvironment,0,10,140,10.3262,0
org::eclipse::jdt::internal::core::search::matching::JavaSearchPattern,1,21,306,17.1181,1
org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator,1,6,65,11.6607,1
org::eclipse::jdt::internal::core::search::matching::LocalVariablePattern,0,8,43,11.3437,0
org::eclipse::jdt::internal::core::search::matching::MatchingNodeSet,0,9,149,9.33444,0
org::eclipse::jdt::internal::core::search::matching::MatchLocator,5,135,1531,42.2808,1
org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser,0,36,681,17.5678,0
org::eclipse::jdt::internal::core::search::matching::MemberDeclarationVisitor,0,1,142,0,0
org::eclipse::jdt::internal::core::search::matching::MethodLocator,3,57,526,33.9297,1
org::eclipse::jdt::internal::core::search::matching::MethodPattern,1,23,180,19.2708,1
org::eclipse::jdt::internal::core::search::matching::MultiTypeDeclarationPattern,1,10,146,12.7087,1
org::eclipse::jdt::internal::core::search::matching::OrLocator,0,8,124,11.2897,0
org::eclipse::jdt::internal::core::search::matching::OrPattern,1,6,69,7.86064,1
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator,0,0,11,4.07501,0
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationPattern,1,2,17,5.11213,1
org::eclipse::jdt::internal::core::search::matching::PackageReferenceLocator,3,26,256,22.443,1
org::eclipse::jdt::internal::core::search::matching::PackageReferencePattern,1,11,40,9.78677,1
org::eclipse::jdt::internal::core::search::matching::PatternLocator,1,44,580,30.3272,1
org::eclipse::jdt::internal::core::search::matching::PossibleMatch,0,13,112,12.2134,0
org::eclipse::jdt::internal::core::search::matching::PossibleMatchSet,0,1,37,6.63337,0
org::eclipse::jdt::internal::core::search::matching::QualifiedTypeDeclarationPattern,1,10,100,15.52,1
org::eclipse::jdt::internal::core::search::matching::SecondaryTypeDeclarationPattern,1,1,13,0,1
org::eclipse::jdt::internal::core::search::matching::SuperTypeNamesCollector,0,14,162,9.38026,0
org::eclipse::jdt::internal::core::search::matching::SuperTypeReferenceLocator,1,4,67,10.0398,1
org::eclipse::jdt::internal::core::search::matching::SuperTypeReferencePattern,1,11,214,12.566,1
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator,1,2,69,7.90701,1
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationPattern,1,16,240,17.658,1
org::eclipse::jdt::internal::core::search::matching::TypeParameterLocator,1,1,57,1.70656,1
org::eclipse::jdt::internal::core::search::matching::TypeParameterPattern,0,6,61,10.0345,0
org::eclipse::jdt::internal::core::search::matching::TypeReferenceLocator,2,40,343,29.3011,1
org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern,1,21,54,11.9023,1
org::eclipse::jdt::internal::core::search::matching::VariableLocator,1,2,36,6.43425,1
org::eclipse::jdt::internal::core::search::matching::VariablePattern,0,4,34,8.89835,0
org::eclipse::jdt::internal::core::search::PathCollector,0,1,12,6.37753,0
org::eclipse::jdt::internal::core::search::PatternSearchJob,0,8,75,12.9551,0
org::eclipse::jdt::internal::core::search::processing::JobManager,0,16,383,17.3722,0
org::eclipse::jdt::internal::core::search::SubTypeSearchJob,0,2,24,10.199,0
org::eclipse::jdt::internal::core::search::TypeNameMatchRequestorWrapper,0,8,121,7.96959,0
org::eclipse::jdt::internal::core::search::TypeNameRequestorWrapper,0,5,6,8.18073,0
org::eclipse::jdt::internal::core::SearchableEnvironment,1,27,144,20.8131,1
org::eclipse::jdt::internal::core::SearchableEnvironmentRequestor,0,7,44,8.27771,0
org::eclipse::jdt::internal::core::SelectionRequestor,0,26,781,21.0102,0
org::eclipse::jdt::internal::core::SetClasspathOperation,1,32,44,21.493,1
org::eclipse::jdt::internal::core::SetContainerOperation,0,5,167,6.98868,0
org::eclipse::jdt::internal::core::SetVariablesOperation,0,4,152,4.11229,0
org::eclipse::jdt::internal::core::SimpleDelta,0,2,44,4.07501,0
org::eclipse::jdt::internal::core::SingleTypeRequestor,0,0,27,4.07501,0
org::eclipse::jdt::internal::core::SortElementsOperation,0,14,281,16.5532,0
org::eclipse::jdt::internal::core::SourceAnnotationMethodInfo,0,3,3,8.66785,0
org::eclipse::jdt::internal::core::SourceConstructorInfo,0,0,13,4.07501,0
org::eclipse::jdt::internal::core::SourceField,0,13,120,11.9865,0
org::eclipse::jdt::internal::core::SourceFieldElementInfo,0,3,12,8.12446,0
org::eclipse::jdt::internal::core::SourceMapper,1,48,909,26.5196,1
org::eclipse::jdt::internal::core::SourceMethod,0,17,222,17.5057,0
org::eclipse::jdt::internal::core::SourceMethodElementInfo,0,3,34,8.12446,0
org::eclipse::jdt::internal::core::SourceMethodInfo,0,0,12,4.07501,0
org::eclipse::jdt::internal::core::SourceRange,0,1,28,5.26021,0
org::eclipse::jdt::internal::core::SourceRefElement,0,15,171,14.9873,0
org::eclipse::jdt::internal::core::SourceRefElementInfo,0,0,15,4.07501,0
org::eclipse::jdt::internal::core::SourceType,0,36,480,23.0587,0
org::eclipse::jdt::internal::core::SourceTypeElementInfo,0,7,193,11.8043,0
org::eclipse::jdt::internal::core::TypeParameter,0,5,57,12.1917,0
org::eclipse::jdt::internal::core::TypeParameterElementInfo,0,0,0,4.07501,0
org::eclipse::jdt::internal::core::TypeVector,0,0,78,4.07501,0
org::eclipse::jdt::internal::core::UserLibrary,0,9,141,16.4146,0
org::eclipse::jdt::internal::core::UserLibraryClasspathContainer,0,3,35,6.78997,0
org::eclipse::jdt::internal::core::UserLibraryClasspathContainerInitializer,0,3,52,7.56809,0
org::eclipse::jdt::internal::core::UserLibraryManager,0,6,128,12.236,0
org::eclipse::jdt::internal::core::util::Annotation,0,1,42,4.07501,0
org::eclipse::jdt::internal::core::util::AnnotationComponent,0,0,27,4.07501,0
org::eclipse::jdt::internal::core::util::AnnotationComponentValue,0,2,131,5.00863,0
org::eclipse::jdt::internal::core::util::AnnotationDefaultAttribute,0,0,7,4.07501,0
org::eclipse::jdt::internal::core::util::ASTNodeFinder,0,3,129,5.19438,0
org::eclipse::jdt::internal::core::util::BindingKeyParser,0,24,423,20.0781,0
org::eclipse::jdt::internal::core::util::BindingKeyResolver,0,27,435,27.8349,0
org::eclipse::jdt::internal::core::util::CharArrayBuffer,0,1,35,6.60309,0
org::eclipse::jdt::internal::core::util::ClassFileAttribute,0,0,18,4.07501,0
org::eclipse::jdt::internal::core::util::ClassFileReader,0,5,285,10.091,0
org::eclipse::jdt::internal::core::util::ClassFileStruct,0,0,85,4.07501,0
org::eclipse::jdt::internal::core::util::CodeAttribute,1,4,1081,10.1694,1
org::eclipse::jdt::internal::core::util::CodeSnippetParsingUtil,0,13,152,11.1327,0
org::eclipse::jdt::internal::core::util::CommentRecorderParser,1,24,193,15.1859,1
org::eclipse::jdt::internal::core::util::CommentRecorderScanner,1,0,10,4.07501,1
org::eclipse::jdt::internal::core::util::ConstantPool,0,0,72,4.07501,0
org::eclipse::jdt::internal::core::util::ConstantPoolEntry,0,1,169,5.08455,0
org::eclipse::jdt::internal::core::util::ConstantValueAttribute,0,0,11,4.07501,0
org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor,2,9,1585,13.7363,1
org::eclipse::jdt::internal::core::util::DefaultStackMapFrame,0,2,51,3.58477,0
org::eclipse::jdt::internal::core::util::Disassembler,1,33,629,34.1638,1
org::eclipse::jdt::internal::core::util::DOMFinder,0,3,28,6.07783,0
org::eclipse::jdt::internal::core::util::EnclosingMethodAttribute,0,0,50,4.07501,0
org::eclipse::jdt::internal::core::util::ExceptionAttribute,0,3,31,5.40022,0
org::eclipse::jdt::internal::core::util::ExceptionTableEntry,0,0,28,4.07501,0
org::eclipse::jdt::internal::core::util::FieldInfo,0,1,92,4.07501,0
org::eclipse::jdt::internal::core::util::HandleFactory,0,20,200,12.8587,0
org::eclipse::jdt::internal::core::util::HashSetOfArray,0,1,109,1.29561,0
org::eclipse::jdt::internal::core::util::HashSetOfCharArrayArray,0,1,118,0,0
org::eclipse::jdt::internal::core::util::HashtableOfArrayToObject,0,1,144,5.15795,0
org::eclipse::jdt::internal::core::util::InnerClassesAttribute,0,1,21,4.07501,0
org::eclipse::jdt::internal::core::util::InnerClassesAttributeEntry,0,0,49,4.07501,0
org::eclipse::jdt::internal::core::util::JavaElementFinder,0,1,89,0,0
org::eclipse::jdt::internal::core::util::KeyKind,0,7,53,10.4506,0
org::eclipse::jdt::internal::core::util::KeyToSignature,0,18,258,14.3292,0
org::eclipse::jdt::internal::core::util::LineNumberAttribute,0,0,23,4.07501,0
org::eclipse::jdt::internal::core::util::LocalVariableAttribute,0,0,21,4.07501,0
org::eclipse::jdt::internal::core::util::LocalVariableTableEntry,0,0,38,4.07501,0
org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute,0,0,21,4.07501,0
org::eclipse::jdt::internal::core::util::LocalVariableTypeTableEntry,0,0,38,4.07501,0
org::eclipse::jdt::internal::core::util::LRUCache,0,2,276,9.45026,0
org::eclipse::jdt::internal::core::util::MementoTokenizer,0,2,80,8.16696,0
org::eclipse::jdt::internal::core::util::Messages,1,17,6,19.8025,1
org::eclipse::jdt::internal::core::util::MethodInfo,0,3,123,4.8759,0
org::eclipse::jdt::internal::core::util::ParameterAnnotation,0,1,25,5.53745,0
org::eclipse::jdt::internal::core::util::PublicScanner,0,43,3449,24.6219,0
org::eclipse::jdt::internal::core::util::RecordedParsingInformation,0,5,12,4.08525,0
org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter,0,1,18,6.8559,0
org::eclipse::jdt::internal::core::util::ResourceCompilationUnit,0,3,15,5.2415,0
org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute,0,0,22,4.07501,0
org::eclipse::jdt::internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute,0,0,22,4.07501,0
org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute,0,0,22,4.07501,0
org::eclipse::jdt::internal::core::util::RuntimeVisibleParameterAnnotationsAttribute,0,0,22,4.07501,0
org::eclipse::jdt::internal::core::util::SignatureAttribute,0,0,16,4.07501,0
org::eclipse::jdt::internal::core::util::SimpleDocument,0,0,145,5.1154,0
org::eclipse::jdt::internal::core::util::SimpleWordSet,0,1,43,4.07501,0
org::eclipse::jdt::internal::core::util::SourceFileAttribute,0,0,15,4.07501,0
org::eclipse::jdt::internal::core::util::StackMapAttribute,0,1,33,2.26443,0
org::eclipse::jdt::internal::core::util::StackMapFrame,0,1,127,4.23122,0
org::eclipse::jdt::internal::core::util::StackMapTableAttribute,0,1,33,2.64277,0
org::eclipse::jdt::internal::core::util::ToStringSorter,0,0,42,7.6074,0
org::eclipse::jdt::internal::core::util::Util,4,68,1892,42.8108,1
org::eclipse::jdt::internal::core::util::VerificationInfo,0,0,37,2.36846,0
org::eclipse::jdt::internal::core::util::WeakHashSet,0,1,143,3.76257,0
org::eclipse::jdt::internal::core::util::WeakHashSetOfCharArray,0,1,144,2.27054,0
org::eclipse::jdt::internal::core::VerboseElementCache,0,0,27,1.35903,0
org::eclipse::jdt::internal::core::XMLWriter,0,4,3,10.5335,0
org::eclipse::jdt::internal::eval::CodeSnippetAllocationExpression,1,13,184,11.2364,1
org::eclipse::jdt::internal::eval::CodeSnippetClassFile,1,12,166,19.6547,1
org::eclipse::jdt::internal::eval::CodeSnippetCompiler,0,3,24,6.40012,0
org::eclipse::jdt::internal::eval::CodeSnippetEnvironment,0,1,17,4.07501,0
org::eclipse::jdt::internal::eval::CodeSnippetEvaluator,0,8,144,8.15196,0
org::eclipse::jdt::internal::eval::CodeSnippetFieldReference,0,6,336,11.7816,0
org::eclipse::jdt::internal::eval::CodeSnippetMessageSend,2,12,311,16.9073,1
org::eclipse::jdt::internal::eval::CodeSnippetParser,0,15,673,13.596,0
org::eclipse::jdt::internal::eval::CodeSnippetQualifiedNameReference,2,9,551,14.4405,1
org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement,1,3,101,7.10146,1
org::eclipse::jdt::internal::eval::CodeSnippetScope,2,11,308,20.7216,1
org::eclipse::jdt::internal::eval::CodeSnippetSingleNameReference,2,16,591,17.8868,1
org::eclipse::jdt::internal::eval::CodeSnippetSkeleton,0,8,66,13.175,0
org::eclipse::jdt::internal::eval::CodeSnippetSuperReference,0,1,25,10.8205,0
org::eclipse::jdt::internal::eval::CodeSnippetThisReference,0,2,75,7.79015,0
org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper,0,17,233,14.5431,0
org::eclipse::jdt::internal::eval::CodeSnippetTypeDeclaration,0,3,56,7.94507,0
org::eclipse::jdt::internal::eval::EvaluationContext,0,16,332,14.7972,0
org::eclipse::jdt::internal::eval::EvaluationResult,0,2,99,4.08525,0
org::eclipse::jdt::internal::eval::Evaluator,0,9,104,6.62518,0
org::eclipse::jdt::internal::eval::GlobalVariable,0,0,26,4.07501,0
org::eclipse::jdt::internal::eval::InstallException,0,0,3,4.07501,0
org::eclipse::jdt::internal::eval::VariablesEvaluator,0,4,255,9.14442,0
org::eclipse::jdt::internal::eval::VariablesInfo,0,1,25,4.07501,0
org::eclipse::jdt::internal::formatter::AbortFormatting,0,0,4,1.70656,0
org::eclipse::jdt::internal::formatter::align::Alignment,0,18,270,10.6845,0
org::eclipse::jdt::internal::formatter::align::AlignmentException,0,0,21,1.70656,0
org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder,0,9,42,7.58317,0
org::eclipse::jdt::internal::formatter::CascadingMethodInvocationFragmentBuilder,0,4,26,2.71087,0
org::eclipse::jdt::internal::formatter::CodeFormatterVisitor,2,132,1248,38.6091,1
org::eclipse::jdt::internal::formatter::comment::CommentFormatterUtil,0,2,55,2.36846,0
org::eclipse::jdt::internal::formatter::comment::CommentLine,0,1,149,4.39643,0
org::eclipse::jdt::internal::formatter::comment::CommentRange,0,2,136,4.22835,0
org::eclipse::jdt::internal::formatter::comment::CommentRegion,0,4,269,7.2605,0
org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader,0,4,44,3.17525,0
org::eclipse::jdt::internal::formatter::comment::Java2HTMLEntityReader,0,4,50,3.80102,0
org::eclipse::jdt::internal::formatter::comment::JavaDocLine,0,1,15,2.36846,0
org::eclipse::jdt::internal::formatter::comment::JavaDocRegion,0,6,231,10.7828,0
org::eclipse::jdt::internal::formatter::comment::MultiCommentLine,0,2,276,4.13043,0
org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion,0,4,121,6.03322,0
org::eclipse::jdt::internal::formatter::comment::SingleCommentLine,0,1,48,2.36846,0
org::eclipse::jdt::internal::formatter::comment::SubstitutionTextReader,0,4,81,3.17525,0
org::eclipse::jdt::internal::formatter::DefaultCodeFormatter,0,31,370,26.0554,0
org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions,2,63,2140,24.8471,1
org::eclipse::jdt::internal::formatter::FormatJavadoc,0,3,27,1.15638,0
org::eclipse::jdt::internal::formatter::FormatJavadocBlock,0,8,238,1.84991,0
org::eclipse::jdt::internal::formatter::FormatJavadocNode,0,6,27,1.15638,0
org::eclipse::jdt::internal::formatter::FormatJavadocReference,0,3,10,1.15638,0
org::eclipse::jdt::internal::formatter::FormatJavadocText,0,7,197,1.69533,0
org::eclipse::jdt::internal::formatter::FormatterCommentParser,5,17,495,2.62803,1
org::eclipse::jdt::internal::formatter::Location,0,13,16,4.55853,0
org::eclipse::jdt::internal::formatter::old::CodeFormatter,0,5,131,7.25753,0
org::eclipse::jdt::internal::formatter::OptimizedReplaceEdit,0,1,8,2.96868,0
org::eclipse::jdt::internal::formatter::Scribe,9,102,3184,36.1202,1
